name,text
X51006913073,"Ags i oy

UNIHAKKA INTERNATIONAL SDN BHD
27 May 2018 18:25
(867388-U)
42, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru, Johor
TAX INVOICE
Invoice # : OR180527021 60246

Item Qty Total
em

SR 100100000053- Herbal Tea (Iced)

$2.00 1 ) $2.00

SR 100100000035- 1 Meat + 3 Vege

$7.10 1 $7.10

SR 1001000001 70- Imported Veggies

$1.60 1 : $1.60

Total Aniount: $10.70
GST @6%: $0.61
Nett Total: $10.70

Payment Mode | | Amount

CASH _ $10.70

Change $0.00

GST Summary Amount($) . Tax($)

SR=GST@6% 10.09 0.61
GST REG 4000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51006913074,"a

Noe 1h

TAX INVOICE
DOMINO'S PIl2ZZa
GST REF NO :; 001694261248
DOMINO'S PIZZA TAMAN UNIVERSITI
30, Jln Kebudayaan 7, Tmn Universiti
81300 Skudai, Johor

CARRY OUT Now Pay By: CASH
Orcler : L131 Ry :WEB_ 30503

Orcler Time :10:52:09 Date -08/05/18

Name: MS JOAN WONG
Pickup Time: 11:07:99

Qty Menu Desc Coupon Disc Price
L 6""HT (KB) WTUEIA-t 15.60

Total Ltems

Sub-Total : 15.60
Couron Discount : * 8.90
Grand Tota. C 6.70
Payment : 50.00
Change Due : 43.30
*6% GST Included : 0.38

SUPPORT OUR SMILE CAMPAIGH : )
Did we smile at you?
Let us know at
wiw dominos. com. my/smila and
receive a 30% off side item e-coupon
upon survey submission
Survey Code: WBRED&0749082052

Yhank you for visiting Lomine's.
Please Come Again!
1-300-888-3358

www .domines .com.my

We are compliant to the PDPA 7Uit.
Visit www.domanes.. ‘.my/terms
to view our Personal Cata

Protechionw e«...-

ove «A Dy
Domma] Fooc 1e '. @hd

Co ° Ne . “s sI060-%. 1
"
X51007103578,"WR. O.E.Y. (4) SON BHD”
(CO.REG :86057 1-0)
LOT 3851-A & 1851-B, JALAN FPS 5,
KAMASAN PERINOUSTRIAN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
(GST ID Ko 2000306020352)
(101 PUCHONG)
-TAX INVOICE-

ACRYLIC TAPE 18HHT1.SH rs
UAI2 - 12/144 .
9086391. 4X 2.90 14.60-

DBL SIDE CLEAR ACRYLIC TAPE YSTIO6C = 8S.
HAO - 8/64 : .

9554100369109 = 1X 14,90--11.90
TEST PEN 886A - et
XGO2KA21 - 24/600. 7
9020529. 1 X1.90° 1.90

/S/ORIVER 60 tx (+) 36730003°TR. 8S

LF31/2 - 12/2807 os
9071681 Sox 53.90° 3.30

“COLLSCREMORIVER 4° HsTR aS
L631 - 12/240. a

9072218 or 2.602.580. °

“RM 34.20
RH: 320°

"
X51007103599,"Le @) Son
ico. RE é OST - i
LOL i85i-a& & 1851- oe JALAN KES-6,

KAHASAN ¢ PE RINDUSTRTAN BAU: aKONG. :
43300 sea LEMBANGAN, SeLANCOR i

(G87 10 8 ro. -0003060203%2).

Lo Ce PUCHONG) ‘

TNVO;

BR.

oP PENER, ‘SS -Hi- -005,

KIDD 2 V27108 -
3082439
PLASTIC BAGS ”
93998

GSi 6k

4a lads

V1-04- :
apeRatOR 04 HR
"
X51007103639,"3 (Pou pbb

RR. ODLELYL- ay: sit 5: 80%
(CO.REG :85057i-0)
LQF 1851-4 4 i&@5i- 8, JALAN KPB! 6, °
KAHASAN PERTNOUSTRIAN BALAKONG,
43300. SERi KEMBANGAN, SELANGOR.
(GST iD Ne :000306020352) . \
(10! PUCHONG )- : 4
-TAX ENVOICE-
CAULKING GUK ‘ oy SO
KE4i-5i/2 - 50 Bs wt
90718064 - i: xe ‘§.30 6.20 ;
$/8 HEAVY OUTY scoUuReAD 58. 8315 $
HATO - 24/72 em Ny
9555599040027 =. 2X 2.50 5.00
VIP. BANOLE DUSTPAN a0 2. 5! - 48
WALZ = 12/144. BAT Ne ST
$555221303467. 1
PLASLIC BAGS: ee

19-04-18 “17-39
OPERRIOR TRAIN

* EXCHANGE-ARi =
"
X51007103641,"pr adas

MR, OLELY. (#) ‘sot BHI
(co. Rie +$6067.1- -0) . :
LOT igdi-& & 1851-8, JALAN KPBS, | . tee
KAWASAN PERINDUSTRE AN SALAKONG., 2 TESS
43200 SERT XEMBANGAN SELANGOR ‘
(GSi iD .No 000306020382): °
CLO! PUCHONG)

j
; |
-{AX ENVOECE- “ i

DOUBLE EXT BOX 10¥ 10/015 caosiid #8
HA23 - 20 . -
9553114451423 4 X-25.90 25.90
SPONGE S/HAGIC 4S.- ¥
GOS - 24/288 Oe
9064350 “4 X 0.90
SPONGE HESH FOO4=$S
- 8052 - 10/100.
‘ 0920794601200
“COLANDER 2202022
: Soa ay Pee sts :
: §926292505723..°. .
“SUASTIC 8

"
X51007103643,"— -3ikvye ay
HR. OEY. (4) SON SED
(CO.REG :850571-D)
Lot 1B5i-4 EA 1851-8, JALAN KPB §,
KABASAN PERENDUSTRIAN SALAKONC,
42300 SERT KEMBANGAN, SELANGOR
(GSi iD No :000305920252)
CLO} PUCHONG)
-7AX ENVOICE-
DOUBLE EXT BOX VOY 40/016 CSO4119 8S
WA29 - 20
5653114451422 1% 25.30 25.90
SPONGE S/HAGIC 4S «§
GROG ~ 24/288 ; :
9054350 1% 0.90 0.96
SPONGE HESH £004-4S 55
BONSZ - 10/100
§528794601200 1X 2.30 2.30
COLANDER RX20202¢ ; 4
B021-31/2 - i2/14s
6926262505723. ix 6?
PLASTIC. BAGS 2
ags3g PK

it ren(s) 75
-Jotal- tac)... GSTS64

CASH : RY 400. oO
CHANGE: : (RH. 85. 29

ee pe ETTR TPT TRH TEAL nan ieienpunnsnuanay’
"
X51007103675,"~~

yeoyour > LO

wR. O.7.¥. (HK) SON BHD
(CO.REG *:860671-0)
LOT 1851-A & 1851-8, JALAN: KPB 6,
KRWASAN PERINOUSTRIAN BALAKONG,
43300 SERI KEHBANGAN, SELANGOR
(GST ID Ho :000308020352) .
(TOT PUCKONG)
-TAX INYOICE-
RUBBER BOOTS P/9586K-SIZEB (BLACK) 8$
HAGO - 6/48
- 9555590501204 1X 9.90 93.90
SEKOPLAS H/D GARSAGE 8Sca#11?cm 10s #5
WA57 ~ 16

$557002081113 -4% 9.50 38.00
PLASTIC SAGS 1§
_ 99998 ; 1X 0.20 0.20

Itea(s) : _ Oty(s) 2 6

Total Incl. GST46% ss RM 48.10
_ CASH ; Se RE 50.20

CHANGE RH 21D
“GST @6% included in total. RH 2.72

28-04-18 18:46 SHOI 2/86. . Fnaunoy 2 -
“OPERATOR TRAINEE CASHIER ;

EXCHANGE. are ALLOWED WITHIN oa
oT DAY METH. RECEIPT.
STRICTLY 0 CASH REEURO.

"
X51007103681,"WR. OEY. °(4). SON BHO ™
(CO.REG :S860671- 0)
LOT I851-A &- 1851-8, JALAN KPBS,
KAWASAN PERENDUSTRIAN BACAKONG ,
£3300 SERE KEMSANGAN, SELANGOR
(GS7 1D No 000305020352)
(1GL PUCHONG)
-TAYX inv; iCe-
BRUSH 1.5' 628 85
KES - 42/720 © on .
$071503

Liea(s) 31
jotal Incl. GST@6X RH 2.10
CASH cee RH 2.10

GSi7 86% included | ia total . Ry 0.12
72 R000 120516

HLTH RECEIPT.
NO” “CASH RE FUN,

"
X51007103688,"d (SOX

(CO.REG :860671-0)
LOI 185t-A & 1851-8, JALAN KPB 5,
XAWASAN PE ERINDUSIRIAN BALAKONG.
43300 SERT KENBANGAN, SELANGOR
(GS7 i0 xo :000306020352) :
(1GE PUCHONE) - i
-TAX INVOICE-
SeKOPLAS H/D GARBAGE B2cariitca 10s -#$
HAST - 16

$557002081 413 “  $:X 9.50 38.00

|
MR. D.L.Y. (My SON BHD” |
{
{
fl

“RY 50:00
+ RH-12 200

"
X51007103691,"ee ee

| tl sin 7

HOM CO, (4) BADC12 26H)
RO FUR, AOU Taba: WHALURT SC
a WH OJEJAKA, TAKS AN MALURE
ERAS, S510) KUALA LUMPUR
CST ID ; OO20I73¢4823°
SHOPPING HOURS
SUN THU 21000 HRS - 2200 ERS
FRI-SAT: 1000 HRS - 2500 HRS
1% 06005 142384
HURCEY “S oO
3x 0600057084 10
TOPYALU SESTPRI €6.20

}
a4

|

t

1

:

o
eR EE ARR ERE ES SOS ~.

Sab -tolal

jotal Sales inci Csi

Rounding kj

jotal afzer AG) Inci GST

CASH

item Count 4. Change AMt 73.90

inioice “No: 9180428 10980010325

GSi Summary ° Anount 12x
a) an 2.63 oo ad

“Torah. a = 24.83 148
28/02/2018-15:35 * 1008 00%. 0010325
304662 ¢ ADDS 5 aL BAL:

AEGON ‘Bandar PUCK eS :

TEL i 80 <AEGN (2586)
THAN. VOUT FOR YOUR PA TROWRGE ” -
PLEASE COME AGAIN

"
X51007103692,"“AR. 0.1%. (HY SON BHO”
(COREG <860671-0))
LO 18Si-K &@ 1857-3, JALAN KPB 6.
KAUASAN PERINDUSTREAH BALAKONG, —
43300 SERE KEMBANGAI, SELANGOR

“(CST 10 No :000305020252)
. (102 PUCKONG)
po “TAX TNVOICE=,

|} ALUMENTUM FOEL 25503, 30CH#7 624

| BS44/2-82 - 240

| 9069285 4X 5.50 §.8
» SEKOPLAS H/D GARBAGE aSenti ica ids)
HASO-- 16.2! an
95570020813... oly $.50° 47.
PLASTIC BAGS 8 Ee ie eee

. 5:40 SHO1 286.
OPE RATOR TRAINEE, (CASHEER-

EXCHANGE aut rH

1H RECEIPT ane

"
X51007103702,"EA ay ERE, ON :
eo “tng AS ig” 2 Bou.

ennnhdyy, ue, ie 2 6 @ MPD y
“Se eke) Bury’ ey ee
1 Gai 0b 3 —~MPonase mage 4I5g,

HR. O.T.Y. (4) SON aHO
(CO.RE6 : 88067 1-0)
LOT I6Si-k & 1851-3, Jaca N Aa §,
XAWASAN PERINDUSTREAN SALAKONG ,
43200 SERT KEMBANGAS, SELANGOR
(6S7 10 No 000308020352)
(10) PUCHONG)
~TAX UNVOICE-
'k FO00 CONTAINER FC202 500K
Kaze - 12/144 7
955504 7302026 1 1.80 AA
LAVA CANISTER CS1.7700 5306. a
NAGS - Taig oe
» $355027301890 2X 4.50 3.20.

Total inci. GSigsx
CASH
CHANGE.

GST @35 included in: rotal

i _SHOL 1188. 12 2 Roan; 2858
f INSE. CASH g™ “

WEA
PT a ee oe
"
X51007135037,"sey ‘stat bien.
*” (002050590-H)..

LAN,

NO..266° JALAN BULAN OM: U5/BH,
BaNDAn: PINCGIRAN. SUBANG,

SEKSYEN US,

© goi50 sualiaLay, SELANGOR,
Tel “FAX 2 0163307497 / O37A317IG1 |

EMAIL:

gnystat ionery@hot nat. con

TEL: 0163207433 / er

~ 2 FAX! 0378317493

o£ -Mail: snysti ioner yéhoteai |. .c
(GST Reg Ko : 099905854400)

| $/ = SALES av No: c5-0008323. 7

: OS-Jan=2017 03:17:50 PH

Qly U/Price

rod LION. FILE 6°S SPRING FILE
:* MEE35O - 50 1. 80
‘Discount £10. 00%

poe
len
|

GST Stumaary Amount (HYR)
SRS 6H - 67.92

- a Count :
‘Total Sales Jacl. csi e5% :
, Total Amount Payable :
Cash Received :

Change :

= SO. A nO RETURWALEERLABLE
"
X51007135247,"” “99 “bien iat S/8 49198570 -
v0 pT QBLL, -TALANANGSA,
TANAH BERKELEY.”
“4uiso. KLANG, SELANGOR
V2992SUBANG PERHAT
OST 1D.’ NOS 90181787712

Invoice wt s- 17936/102/70275.

obsMen ° Sonn 07-02-17

“. 0857 TiDOCAFE COFFEENIX. 31h Riz? 95 s.
407 CROBURY CHOCOLATE HAZEL ORN?, 489 5°

Total: Sales (Inclusive 651) RY 37.44

Rounding Adjustsent RM: As
: » Rounding MH 37.45

CREDIT RH 37.45.
CHANGE kW .00

. 681 Sutoary - faouns{RH) Tax (RH)
“'g-3 bf 35.32 2.12

Thank You. Please cone again

1

Keep the invoice for applicable returns |
"
X51007225398,"Po

ENW Hardware Centre (M!) Sdn. Bhd. .
Co. Reg. Ho: 2052254 ey i
GST Reg, to. : CO01SSsS3sa0
No G3. Bk G, MPIU IAB,
Asa Damansara, 47305
Petaling Jaya. Seliger Dani Ehsan

TEL’ 93-7832 6929 _ 012-659 9829
1204/2018 Tax Invoice

No. .CS00233294
Cash Sale (Ara O'sara)
Tel, 03-7832 6929
HP, 012-659 9829
nem Qy UPnce Rit
001697 $co 1.00 $.COSR
S10 Ssarter,
766271 100 2209 22 CO SR

IL, 6627 Seamaster Saget Gio

Total Amt Incl. GST @ 6%: 2700

Reunrding Agjsment ° oca
Total Amt Payable : 27.00
‘ Tota! Qty Tender : 6
iGSl Summary Amour (RM) GSTIRM)
SR O6% 25.4? 1.53
POINT _ 0.00
“Goods sodd aro nol relumnadie

Thank you for shopping at
ENW Hardware Cente (') Sdn “ind

"
X51007225399,"Dd

o

-ENW Hardware Contre (M4) Sdn, Bnd, ©

Co. Req. No: PPS225-A
GST Reg. fio. : 000155453420

No G3, Bik G, J PJU 143. -
opt Ara Ouransara, $7301 .
Petaing Jaya! Selangor Oand Ehsan..

TEL: 03-7832 6929 . 012-659 9829

1404/2018 Tax Invoice
No, CS00233521

Cash Salo (Ara O’sara)

Tel, 03.7832 6929
HP; 012-859 $826

tem Qy UPHcEe Rit
| VEWTS 100 $9C0 $9 COSR
OGL Ttilppiser Vanies Easyyvaen.
“ ""NPN 16827
000805 1.00 30¢c0 30.C0SR
Crit «° Bue Stige Roles Refi -
XN
1 pozeee 100 380 3.5058
. 1° Neon Past Broth.
\ eo1065 1.09 2.0 250SR
2 a2 24° Roker Marte,
& 001741 100 21.00 270058
' . Clpsar gq tw Switer:
~ Total Ami Incl. GST @ 6%: 186 00
I Rounding Adusment 000
S Total Amt Payable : 186.00
. Total Oty Tender : 3

{GSI Sus mary AmountiRMy | GST IRM) :
147.17 883°

CO: =000

ale
t
{Goods sodd are not ratunabdlo

Thank you for shopping at
ENW Hardware Cente (ht) Sdn Bhd.

"
X51007225417,"wegen es Be

ENW Hardwase Contre (M) Sdn. Bhd.
Co, Reg teo.: 76$225-4
GST Reg to. : 000155453440
No; G3, Bik G. Jin PJU 1AQ.
Asa Damansara, $7301
Petaing Jays. Selangor Dant Ensen

TEL 93-7832 6929 042-659 9¢74
0904/2018 Tax Invoice
4, Ko CS00232967
Cash Sato (Ara O'sara) ~

Tel: 03-7832 6929
HIP: 012.659 9820

tem Oy UP RC
001781 “100 16.00 16,00 SR
dag Cation itso £009
002115 300 1,00 1.0958
Cecrert
ws150 100 28.00 25.008
320mg Woestheer’ Matagary - 150
102193 100 9.09 90058
Srocea 408
Total Aust incl. GST @6%: 51.00
Rounding Adusment ; 000
Total Amt Payablo : $1.00
| Total Qty Texter 4
| G87 Sumac rae at
| iGST Surmary = Amew(Rst) GSTIRM):
| ;SR 96% 48,10 2:90:
, POINT: 0.06

| “Goaus soid ara not returnable

Thank you for shopping a!
ENW Hardware Congo (M) Sdn. Bnd

\ bor

"
X51007225442,"O.1.y., CY SON BHO 4”
5-2 .Co-REG:85067 1-0
Fr18S1-A § 1851-8, JALAN-KP3 6,
KaWaSaN! {PERTHDUSTRIAN BAL AKONG,
49300 SERI. KEHBANGAN,, SELANGOR
-* (GST :10Na''000305020352)""~
“(Testa EXTRA ARAY DAHANSARA)
| TAX-ANVOICE:

. $US30¢ ia nak 468085.
TU: sea 2/120 we

9073808 1.4 °9.90. 9.90 °
MOO0E Nt ISHEET 60200H""% tS
RAUL =) 12/192 a 4 :
9964189 : 1.90 7.80 7...
LAVA PAIL“PL623°3 GALLON, ; 8S
Ma53-~ 12/48"" : os ;

9955047308970, ae

Ttea(s)

TOTAL G8CL. GSTeSy.
na

CASH {RH 50.00. |
| CHANGE Oy RW 27.00.""
“GST Sunnary Aat(RH) “Tax(RH) 2 >
GST SH ""21.70 1.30

Guage ai towed ii si
7-DAY WITH RECEIPT...

. 3: Wooo"" shat RE EFUND.

"
X51007228448,"“KFA SUPPLY” Sooo
CROC : SAD416111-K ) fot
_ 2 (GST fo: 002126950400 ) :

254 TINGKAT BAWAH PT 1961 JALAN MALINDA °
SITE 845400 SEKINCHAN SELANGOR, 7

TAX INVOICE a an

: C$0032277 = .
£ Date : 270572018 8:07 PM rs
Cashier 2 CTOO] / 0001.

“Them sae Qty Price “AS
STAR 74CM X79CM 1OKEPING = eS
9555784100234"". 1° 11:60. -11.60SR
gy: 1 TotalRAL =) LL.6us""
- CASH 12,00:

THANK YOU
PLEASE COMB AGAIN
a eoe 8 an)
"
X51007231336,"Aosos |

UNIHAKKA INTERNATIONAL SDN BHD
13 May 2018 18:26
(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru, Johor
“TAX INVOICE
Invoice # : OR18051302170332

Item... Oty” Total
SR 100100000037- 1 Fish + 3 Vege }
$8.10 { $8.10
SR 100100000064-Add Vegetable

$0.60 1 $0.60

Total Amount: $8.70
GST @6%: $0.49
Nett Total: $8.70

Payment Mode Amount

CASH $8.70

Change $0.00

GST Summary Amaunt($) Tax($)

SR = GST @6% 8.2] . 0.49
GST REG #000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51007231338,"A . i.
‘Ma 6 fe
peer

AMPHAWA THAI TEA & CO.
Dimiliki oleh T PLUS F&B SDN. BHD.
(1219716-T)

PARADIGM MALL
LOT NO.: 4F-27 & 4FK-38, 4TH FLOOR
TEL: TELEPHONE FAX: FAX
GST ID : 000707211264

TAX INVOICE

ce oe Se OS RN RNR a

Order No: 197 uF | 0
[oo , |

Receipt#; CSPD029197

Staff: TAKE AWAY Date: 11/05/2018
Cashier: MARIBEL sie: _ 16:23:00
Description = Oty, Price _Amt_Tax
M03. THAI MILK TEA- CHA 1 8.90 8.90 SR
YEN
TO Ota t

Total Sales (Excluding GST) : 8.90

Discount ; 0.00

Service Charge : 0.00

TotalGST : 0.53

Rounding : 0.02

Total Sales (Inclusive of GST) 9.45

CASH 10.00

CHANGE 0.55

GST SUMMARY 7

TaxCode % Amt(RM) Tax(RM)
SR 6 8.90 0.53

Total: 8.90 0.53
# indicated this tax code belong tc service

charges.

GOODS SOLD ARE NOT RETURNABLE, THANK YOU.
"
X51007231344,"em el ~~
DD et Dg

UNIHAKKA INTERNATIONAL SDN BHD
05 May 2018 18:21
(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru, Johor
TAX INVOICE
Invoice # : OR18050502160248

Item Qty Total
SR 100100000035- 1 Meat + 3 Vege

$7.10 4 $7.10
SR 1001000001 70-.lmported Veggies

$1.60 - 1 $1.60
SR 100100000099- Coke

$2.50 1 $2.50

Total Amount: $11.20
GST @6%: $0.63
Nett Total: $11.20

Payment Mode Amount

CASH $11.20

Change $0.00

GST Summary | Amount($) Tax($)

SR = GST @6% 10.57 0.63
GST REG #000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51007231361,"ADSI

SIZZLING STONEGRILL
Dimiliki Oleh : Dove Holdings Sdn Bhd
Reg No: 91694-X
Lot S25, AEON Tebrau City Jusco
No 1, Jin Desa Tebrau, Tmn Desa Tebrau,
81100 Johor Bahru, Johor
+607-357.1177

est ID: 0013 7241 8112 |

TAX INVOICE NO |
80282 a
Date: 26/05/2018 8:53:27 PM

Cashier: c001

Tax Qty Code/Desc  UnitPrice TotalRM

SR 2 |. oo 6.10 12.20

07 CREAM OF MUSHROOM SOUP
SR 1 12.90 12.90

101 NOODLE SOUP O.T.ROCK
SR 1 a 14.90 14.90

107 SPICY T/S SPAGHETTI
SR 2. 34.90 69.80

40 SIRLOIN STEAK
SR 1 ee 19.90 19.90

51 GRILLED MARINATED
SR 1 18.90 18.90

54 GRILLED CHICKEN CHOP
SR 1 6.90 6.90

99 ICED LEMON TEA
Total Amount < , 155. 50
GST 6% 9,31
Rounding Adj : -0.01

Total Amount: ; 164. 80

TOTAL: RM 164.80

type ay 9 aBOSRDIBBSDST

CST Summary Amount RM TAX RM
SR 6% 155. 50 9,31
ZR 0% 0.00 0. 00

. aAposmart WiFiPOS Since 1985 ...
"
X51007231365,"' f\ ver G fy
OS -

OLD TOWN WHITE COFFE
Gld Town Kopitiam Sdn Bhd
(716269-X)
No,35, Jalan Kebudayaan 8,
Taman University,81300 Skudai, Johor
Tel :07-5550139 :
QUTLET: J18 TAMAN UNIVERSITY

GST 1D:000801587200
2 COUNTERI 2003 RAJAN
Check 24382 Cover :2

05 May 18 18:06:40

Table:20 / 1

man Dine In -----
1} $115 10.28 $
| DN3 Dry Curry EN ans)
TFI6 (H) Soya Milk S
| LB2 Spring Rol! Bkt 5 198
1  FS2 Org Yog Smot 8.96 §$
Sub Total 24.43
10% Srv Chg: 2.45
GST @b% 1.61
Total: 28.49
Rounding: 0.01
Total: 28.50
Paid: 50.00
CASH — . 50.00
Change Due: 21.50
INCLUSIVE O00 *
-----4004 CLOSED 05 May 18 20:16: 19--~--

THANK YOU
PLEASE COME AGAIN
GST @6% ivicluded in total

GSTSummary Amount (RH: §
S=GST @6%: 26.88 ]
Z=GST @0%: 0.00 0.69
"
X51007231370,"14 a

THE MARCO POLO KITCH
BUKIT TNDAH
GST Reg No: 001403346944
Tax Invoice

TABLE: T10_.
Pax: 1 OP :RAO 2UBY
bgS Title :POSO01 POS :POSO0'
Repti 418000010451 06/05/2018 14:29

-— ee ee ee ee ee oer ee ee ee ee ee

eee wae ewe fan en ane ee ee Ne ee eee ata eee me ee ee ere mee em ee

SUBTOTAL RM 3
evr Chra 10% RM 1.30
BST BY RH 0.86

TOTAL RM 15. 15
Total item :1 Total Qty :

CASH RM 100. is
Change RM 85.00

Closed Bil]
(enero 96/05/2018 15 ::O9--------0-- >

TEL :07- 2343 111
NO 35,JALAN INDAH 15/2,BUKIT INDAH
81200 JOHOR BAHRU, JOHOR
"
X51007231374,"“0% fer [>
WARAKUYA PERMAS CITY SDN ole

Reg No: 1203194- “WV
JALAN PERMAS UTARA 1,
PERMAS JAYA 81750 MASAI JOHOR

Fel: o1tt- SBE 000

| st 1D 0016 e993 51 04 |

TAX INVOICE NO

66346

Date: 07/05/2018 5:42°46 spy PAX NO: 1
Cashier. cO02
Waiter. ALICE

Oy C “Ode/D ESC Total RM
| BUTA SHOGA YAKI SET 19.90
| ICED GREEN TEA 1.00
Sen Charge 10% 2.09
GST @ 6% 1 48
Rounding Adj: QU3
valagouil ma 10
TOTAL : RM 24.40
Type 2 Caty: 2
CASH 30.40

Change ' RM: 6.00-

GS) Summary Amount RY “TAY PM
SR G8 2 GY 1.38
"
X51007262315,"1 994

*. Gerbang Alaf Restaurants Sdn Bhd
(65351-H)
Licensee of McDonald's

No.3, Jalan $$21/39,47400 Petaling vaya
Selangor
(GST 1D to: 000504664064)
-.- McDonald's 8HP Taman Kelawati(#328) -
Tel Wo. . 03-4162-2318
“TAX IRVOICE

~ ~ HFY Side 1

Tv 603281900087036
ORD #94 -REG #19- 21/05/2018 11:59:48

Tu! P Nast Hc) AGSDH atelur’

‘1H IcelemonTea
LL Masi Lesak Surger 18.55°
iL Fries.
» P-L 100P- lus .
2.Kasi-HoD AGSp1 Set 25.90-
2 U. IcelenonTea ;
~ | AyasGr@Spicy(TA) 9.90 ,
| ataggets 2 iP 0.00""
1 French Cheese Sauce
Take Total (inc) GST) 70.30. :
Ca indered 70.30;
Chae! 0.00."" -
Tora INCLUDES 6%. GST 3.93

Thank You and Please Core Again.
; * Guest Relations Center + 1300-13- 1300.

Level 6, Bargunan TH, Dasensara Uptowm3

Qiy” 1TH . TOTALS.
‘casi KeD AGSo{ aTelur Set 14.955

© XTRA. Sambal 1.60.

"
X51007262328,"FARMASI LIGAMAS
(001307026-Wv)
NO. 47. JALAN MERANTI 1A.
BANDAR BARU UTAMA,
3 44300 BATANG KALI, SELANGOR.
ae TEL : 03-6057 3391
GS7 (0 001808213696

SIMPLIFIED TAX INVOICE

“CASH :
QocNo,  . CS00172418 Cole, 2005/2018

. Gastior : USER Tine. 42:40.00,

+: S@esperson Ret :
Hen _.-_ Qty _—S/Prico = Amount Tex. ~
1264 - 1 25.00 26.00 (SR-

_».. NON WOWEN 3 PLY FACE MASK EAR LOOP 50'S.
Sah (a TO

* Total Sales (Exctucing GST) : 23.68 es
Ciscount : oco

; TowlGST : 142 500 4
. Rounding : 00
Total Salos (Inclusive of GST) ; 25.00
CASH : $0.00
oO Change : 25.00

: [GST SUMMARY

TexCede % AmLiRM) Tax {Rid
SR 8 23.58 1.42

Total ; 23,38

GOOOS SOLO ARE KOT RETURNABLE, THANK YCU.

"
X51007262330,"SON aro.

$1 BUN ma OO
SeRSVEN 4, GARDE UTEMA,” 44300
2aTENS KALI, SELANGE

03 ieae7i9001nie.

ox “Invoice bo:

‘asletal: Iss) gs
. _ Sec, Oise.
comme Bernd fg

‘ 71/03/2018 19:08:

‘| Sit ii i | i

ces “SULD caLy Eateranse nen vitalu > bas: gro

ss * GOS SD ARE MOT HEF UIALE:

TRAX YOU FOR VOR KIBO SePPORT’
. PLEASE Owe Ct

"
X51007339094,
X51007339095,
X51007339097,
X51007339098,
X51007339100,
X51007339106,
X51007339107,
X51007339110,"Tax mivorce

‘KASIM ” SILA DATANG

ow,us In Facebook : Sanyu:station:
: : Ss

aye

"
X51007339111,"MA KASIM: SILA OATANG: ‘AGI

"
X51007339112,"orReturna

:

"
X51007339113,
X51007339114,"‘Goods sold are not Ret uenadle

s “-TMANK YOU FOR;YOUR PAT 10 AGt
. LEASE COMEAGAI ;

"
X51007339115,
X51007339117,"ASEOATE F YR LT2ROOU
a “RURPOSE aes

"
X51007339118,
X51007339120,
X51007339126,
X51007339130,
X51007339131,
X51007339132,"TAXANVOICE.

er!

date notRevurnabte & Refundable -
ee en ro a
“TMANK YOU FOR YOUR PATRONAGE
PLEASE COME AGAIN! *

ASIN SILA DATANG LAGI

SRECEID TE
"
X51007339133,"‘INvoIce

"
X51007339135,
X51007339136,"i’ Les

Goods sold'are. not Returnable’& F

THANK YOU FOR,YOUR PATRONAGE
, . AN .

"
X51007339139,
X51007339146,"2RYOUR RAT
MEAGAL

"
X51007339150,
X51007339151,
X51007339152,"“TA INVOICE ”

SON Bo 13577216)”
S : S
‘SALES COUNTER:

Taek)
6.25

"
X51007339156,"1d af6.not Retuinaole:& Re
K-YOU'EOR YOUR PATRONAGE”
“PLEASE COME AGAIN:

CEIRTFOR PROVE OF
PROOUCTAVARRANTY. |

"
X51007339157,"9/07/20""

"
X51007339158,
X51007339162,
X51007339164,"“PRODUCT WARR !
° ""PURPOSE we,

"
X51007339165,"» Goods sold are,

"
X51007339166,"SUPOLY Sow BED (H4IST72.K)

a

Réfisn

"
X51007339167,"siaddrans. LAGI
7 .

NZy

"
X51007339639,"Plste (8P039
Panel HE

"
X51007339642,"RLAW SET IA
MESEHIAsALAY

"
X51007339643,
X51007339647,
X51007339648,
X51007339650,
X51007339651,"A
; CTIA ALAY
Or79/SHall Ab
ee nee OS: <a
0 66

"
X51007339653,
X51007339656,
X51007339657,"ETIALAL aN.
13, 80170. SHAH ALAN
51183. Faxes: 02-56

THANE YOU FOR GOOSING UY

PROVIDE CRIGIMAL!
LOUNGE» TU R} Bead

SILL FOR
ae at i

"
X51007339658,
